text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"1) Be consistent, make a tweet calling out your madkhali fruity, vile behaviour on a refuting cowarij live - and call out Shamsi for being their teacher. 
2) Explain why your ustadh Shamsi affirms Islam for grave worshipper Asrar Rashid. 

Im waiting.",0.047362603,0.44950214,0.5543143,0.5543143,Salafi taklidi,0.050497860000000006
"""Be warned, language is filthy

This is the legacy of Rabi Al Madkhali and his heretical offspring in the west, from @DusDawah, @AbuKhadeejahSP, and @hikmahpubs. When theyre not committing cannibalism amongst each other and throwing each other off the Manhaj for differing on stupid and petty matters, their teachings and students yield this type of filthy behavior. It wont be long before these guys are extinct, InshaAllah.

This isnt something new, theyve consistently displayed this type of filthy behavior. See below """,0.44495153,0.37048268,0.06902296,0.44495153,"No decision, maximum is Irrelevant",0.055048470000000016
Turn your comments on you lil madkhali scared chicken  let me expose you and your teacher shamsi,0.6331691,0.040019322,0.16691338,0.6331691,Irrelevant,0.13316910000000004
"You ran from the original topic of calling out shamsi for your LGBTQ PRO MAX Madkhali brethren on TikTok live, fine. But now you want to run from explaining Shamsis retraction of takfir upon Asrar Rashid ? How much running you want to do",0.39214012,0.7241153,0.080059536,0.7241153,Salafi jihadi,0.10785988000000002
"""""@unveilingbaatil @ameeniooo Buddy youre the same guy that was too afraid to rise on the panel after we asked you to rise but you stayed in the comments like a good little boy sticking to your script.""
""
--------------

Want to explain why your ustad Shamsi, affirms Islam for Quburi and caller to shirk Asrar Rashid ? Or are you going to remain silent as you did on the TikTok live",0.12635826,0.6811089,0.2454807,0.6811089,Salafi jihadi,0.18110890000000002
"How do you call yourself salafi when your ustadh shamsi says he actively fights against those who want Sharia ? 
How can the real Salafis unite with such a person  .",0.073527835,0.48277947,0.4169106,0.48277947,"No decision, maximum is Salafi jihadi",0.01722053000000001
"This pipeline of LGBTQ+ madkhalis needs to be studied. 

Your fellow  madkhali (Razi) was on the same live panel TODAY as YOUR friend @Hamaza000_ 

So you lied, and the Madkhalis still carry on fantasising about homosexual acts publicly 

Why did you lie for ? @ameeniooo",0.087755546,0.25567445,0.35927156,0.35927156,"No decision, maximum is Salafi taklidi",0.14072844
@ameeniooo @Hamaza000_  Is it Gay Duna Gay ? Madkhalis have a habit of covering up their own madkhali brothers controversy and not calling it out,0.22179493,0.39027593,0.13606296,0.39027593,"No decision, maximum is Salafi jihadi",0.10972407
"Isnt this you ? @ameeniooo - With your logic, surely we can to attribute the madkhali debaters on TikTok to your teacher Shamsi. (These Shamsi watchers are only staying consistent to their principles right ?)",0.1881311,0.24459858,0.17983143,0.24459858,"No decision, maximum is Salafi jihadi",0.25540142
Now it makes sense why you dirty madkhalis do everything you can to defend taghut rulers and their manmade laws  @ameeniooo The sharia would never let this run,0.5567531,0.51150084,0.050534688,0.5567531,Irrelevant,0.011500839999999957
"Same lives hosted by Mohamed24, Liban Ahmad and Faris Hammadi. Absolutely sickening, may Allah deal with all of you fake salafi claimants",0.08138267,0.11357823,0.58741415,0.58741415,Salafi taklidi,0.08741414999999997
"""Shaykh Nabeel al-Awadi (May Allah preserve him) speaks about the modern day Murji'ah &amp; gives some real life examples of their misguidance.",0.0802449,0.40280324,0.3747796,0.40280324,"No decision, maximum is Salafi jihadi",0.09719676
"""""Footage of Iran's Foreign Minister Seyyed Abbas Araghchi welcoming Pakistan's Chief of Army Staff Field Marshal Syed Asim Munir upon his arrival in Tehran.

Follow Press TV on Telegram:  
""
--------------

Can any of the Pakistani (nationalist) Madkhalis tell us why their army chief is saluting &amp; hugging one of the Raafidhi leaders?",0.72580355,0.41063556,0.027128445,0.72580355,Irrelevant,0.08936443999999999
"""We sends our condolences and prayers to the family of Ashfaq Ahmad. A truly one of a kind individual, who worked tirelessly for justice, particularly for his son, Babar. 

This seemingly unassuming man who sought no position of authority or recognition, but simply justice for his son, put himself out there and shook the entire country and the Muslim community.

May Allah elevate his rank for all the work he did in his life, and reunite him with his recently deceased wife in the highest stations of Jannah. May he grant his family ease and strength during this period of loss. 

We encourage members of the community to keep them in your duaas, and attend the janazah when announced. 

The family will be receiving male visitors for condolences from 7pm to 9.30pm today, Wednesday 15 April, Thursday 16 April and Friday 17 April downstairs in Gatton Road Mosque, Gatton Road, London SW17 0EX.""",0.4091467,0.24849734,0.111857094,0.4091467,"No decision, maximum is Irrelevant",0.09085330000000003
Just look at the list of those they used to take from &amp; how theyve been thrown off one by one over the years. Muhammad bin Haadi was the Mufti of Madinah &amp; then became a thorn against the Salafis within one year. Its difficult to keep count of how many sub groups they have.,0.34181634,0.45101532,0.07863324,0.45101532,"No decision, maximum is Salafi jihadi",0.04898468
They resemble the behaviour of the Khawarij (a label they loosely throw at others) but instead of Takfir they use Tabdi &amp; warning. We ask Allah to rid the Ummah of their evil &amp; Baatil.,0.19276524,0.123172455,0.2446705,0.2446705,"No decision, maximum is Salafi taklidi",0.2553295
"""Al Fawzan gives the excuse of ignorance for the lay person who falls into shirk without knowing",0.053386047,0.08267933,0.78601396,0.78601396,Salafi taklidi,0.28601396
"Ruling on salah behind a Madkhali

lol",0.5478846,0.3570793,0.06597346,0.5478846,Irrelevant,0.047884600000000055
"""Muhammad shamsuddin and the predator Dimashqiyah are two of the most vulgar people to call themselves Salafi. 

Even Shaykh Abdullah al Obaid who was Shams teacher isnt spared by the latter or his fans. 

They have no share in the tradition of ilm throughout our Asanid""",0.16884641,0.66633165,0.20042044,0.66633165,Salafi jihadi,0.16633165000000005
"""Lets hope they dont do to Sh Barrak what they did the Ibn Jibrin and Bakr Abu Zayd""",0.7582041,0.31350473,0.03122643,0.7582041,Irrelevant,0.18649527
"""New principle from the Neo Takfiris, whoever doesnt tabdee the mubtadi is himself a mubtadi. 

Theres a reason nobody takes this sect seriously.""",0.63788885,0.41771758,0.041089572,0.63788885,Irrelevant,0.08228242000000002
"""No, hes not Salafi

Abu Kahdeejah doing AK things lol",0.42190835,0.026502779,0.25539735,0.42190835,"No decision, maximum is Irrelevant",0.07809165000000001
"""The people of sunnah will always be attacked.

Abdul Aziz Al Rayyis attacks his eminence the Allamah and member of council of Senior Schoalrs Shaykh Yusuf Al Ghafis

Al Rayyis is in no position to comment on the scholars of our times, its high time we called this extremism out",0.031362914,0.23653093,0.7817702,0.7817702,Salafi taklidi,0.26346906999999997
"""""   

We ask Allah to guide and rectify all of our affairs.

Due to recent matters and the lack of a clear public stance regarding the situation surrounding Abu Iyad, which has had an impact on the community, a decision has been made in accordance with what we believe is in the best interest of the Ummah. As Muslims, when clarity comes to us, it is upon us to stand firmly upon it.

Effective immediately, our brother Kashif Khan will no longer serve as the Imam or teacher of our masjid.

For any questions or concerns, please direct them to the administration.

  ""
""
--------------

New principle from the Neo Takfiris, whoever doesnt tabdee the mubtadi is himself a mubtadi. 

Theres a reason nobody takes this sect seriously.",0.8017879,0.070037544,0.03893069,0.8017879,Irrelevant,0.3017879
"Not that I want to come across as rude, but what kind of credentials is this from Mr Khan? 

I do believe him abu Iyad and Hassan Somali are better than the rest there",0.77002114,0.17046578,0.038053066,0.77002114,Irrelevant,0.27002114
"""Shaykh Musas series is such a great start to personal development and change. Tune into his Series:",0.7358735,0.17428923,0.04037594,0.7358735,Irrelevant,0.23587349999999996
"""""Salafiyyah is the solution""
""
--------------

Salafiyyah and its bowing down to the Saudi government, the same government that imprisons and tortures the true followers of the salaf.",0.55813694,0.56802094,0.04804149,0.56802094,Salafi jihadi,0.058136940000000026
"""You are a grifting liar. I wouldnt be surprised if youve been bought out by the Jews, you literally went on national TV and begged a Zionist for some change. People like you should not even be allowed to speak let alone be given a public platform to spread your lies. Lets debunk your lies

Sheikh Ahmed Talib Hameed is Pakistani (clip 1)

Sheikh Muhammad Khalil al Qari [may Allah have mercy on him] and Sheikh Mahmood Khalil Qari both also Pakistani (clip 2 & 3)

Sheikh Muhammad Ayub [may Allah have mercy on him] was Burmese and actually came to Saudi as a refugee, as have millions of others (clip 4)

Also, you mock us Salafis who prioritise promoting pure tawheed, listen to clip 2. What was the first thing Luqman said to his son? 

He said, ""O my dear son, do not associate (anything) with Allah. Indeed, association (with Him) is great injustice""""",0.4348143,0.3980666,0.08601757,0.4348143,"No decision, maximum is Irrelevant",0.06518570000000001
