Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
eli9sy3y0," For further reading on this important topic, we advise with the article:

  :  & 
    - @AbuKhadeejahSP  available at 

 -        ,    .","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
hodo6dlld,"""    ?

It is the call which Allh sent His Prophet Muhammad  with  adherence to the Quran and the purified Sunnah.

It calls to follow the methodology of the Messenger :

 Spreading the call to Muslims and non-Muslims
 Teaching Tawheed (monotheism) and sincerity to Allh
 Belief in His Messenger 
 Abandoning shirk (associating partners with Allh)

                 .

      ,                         ,   :

 O mankind! Worship your Lord [al-Baqarah, verse 21]

 Worship Allh and join none with Him [an-Nis, verse 36]

 And they were commanded not, but that they should worship Allh, making the religion sincerely for Him [al-Bayyinah, verse 5]

             ,  ,      .

         ,          , ,  , , , ,     .

        .

 al-Imm Abdul-Azz Ibn Bz (rahimahullh)","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
8ksi043ud,"   
  - -'

   -   

Join us for a special three-day conference explaining the profound poem, Al-Mandhmah al-H'iyyah by Imm Ab Bakr Abdullh ibn Ab Dwd al-Sijistn.

 

 Ustdh Abu Maymunah Sad Ali

 Ustdh Abu Abdir-Rahmn Hill

 Ustdh Abu Ukkashah Abdul-Hakim

 Ustdh Abu Inaayah Seif

 Ustdh Abdul Hakeem Mitchell
  

 & : 

   | 

: The Salafi Centre of Manchester
: 2 Dudley Street, M8 9DA

   |  @SalafiOldham 

: Sapphire Venue
: Unit 5 W End St, Oldham, OL9 6BA

    &  :

   |  @AlhudaBolton 

: Masjid Al Huda 
: Bella St, Bolton, BL3 4DU

    &  :

 
 

Don't miss out! 
 Please share this with others.

  
 

#GreaterManchesterConference #AlMandhmatulHaiyyah #Islam #Salafi #Manchester #Oldham #Bolton #Conference #Knowledge","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
efhmvwv3l,"""         ,   ,  .

Ibnul Qayyim, Badaa' Al-Fawaa'id v.2 pg.234","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
fw8kb0oa4,""" LIVE: Explanation of Kitb at-Tawd

Chapter:Regarding the statement of Allah
But when He gave them a good and healthy child, they ascribed partners to Him (Allah) in that which He has given to them..Al-Arf, Ayah 190

Teacher: Shaykh assan Somali @hikmahpubs

 Listen LIVE: 

 Watch LIVE:","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
ib3ydg8ko,"""     !

   hosted by    in collaboration with   .

  ()
 :  
   &   
   :

  
 :   
   
   

 : 
 Registration and payment are to be made directly via the Health Means Wealth website. 

 All Practical packs will be distributed at the workshop InshaaAllh.

     :   

 : 07808 275444
 :","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
re04cia3e,""" Join us at Masjid At-Tawheed,

 Usool As-Sunnah of Al-Imaam Ahmad Ibn Hanbal  

 12 November 2025
 Shaykh Abu Al-Hassan Malik Al-Akhdar @IbnAkhdar 
 Shaykh Hassan Somali @hikmahpubs 

 Masjid At-Tawheed, Cardiff
 @TawheedCardiff

#Islam #Aqeedah #Cardiff","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
pzh0wwaz7,"Alhamdulillh, our Umrah group arrived back safely this afternoon.

We ended our final evening in Madnah with a beautiful sitting with Shaykh Wald Fallt @walofl66   , who offered valuable advice and reminders before our departure. 

The Shaykh has known our community since his visit to Manchester in 2014, and it was beneficial for us to sit with him again.","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
zkoaejog6,"""From the greatest ways of protecting yourself from the Punishment of the Grave. May Allh reward Shaykh Hasan Somali @hikmahpubs (may Allh protect him) tremendously for directing us to this tremendous statement of Imm ibn al-Qayyim (may Allh have mercy upon him):","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
w1gsxhut1,""" -  !!

Were now in the final stretch of our renovations - ahead of our schools & clubs resuming within the next week. 

Alhamdulilh we have a double donation scheme             ! 
 
Help us get closer to our appeal target -  you give will be doubled  so dont miss out! 

Shaykh Saaleh al-Fawzaan( ) mentioned: Indeed the giving of charity from ones pure wealth and from ones halaal earnings in the cause of Allaah (  ), is from the            .

: 

 

 

 :
Account Name: Dar Ul Hadith
Sort Code: 309542
Account Number: 05570092
Bank Name: Lloyds
:","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
tfvj278i0,"    !

Alhamdulillh  weve secured   from London  Jeddah

     

A handful of these seats available      to join us for Umrah! 

Contact us at  or salaficentre@outlook.com","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Irrelevant","","",""
u3u4uuz8n,"Why do you think you cant do it?!

Sh. Abu Atiyyah","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
zuemfavj8,"There are no Scholars who suddenly appear","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
8uurnpn3s,"""""trolling madkhali marriage app  
""
--------------

Why are Khawarij all so retarded and weird?

Im yet to come across a normal Khariji:

They either:
- Act like gang members
- Get caught texting sisters inappropriately 
- Mentally unstable 
- Little kids who make Memes

Yet to see one that isnt like this","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
t63r5hve6,"Why some students of knowledge dont progress
- Brothers this advice is so important, it will change a lot for you if you werent doing it before.

Shaykh Salih as-Sindi","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
63opg4wcg,"30 Years In Dawah, tayyib, where are your credentials?!

Shaykh Abu Atiyyah","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
sx0ss2jln,"""""The only hypocrite here is you.

I have made not one, but SEVERAL posts stating that the scholars of the Asha'irah and Maturidiyyah are not deviants. 

Perhaps you don't know how to read, or you're purposely lying to people. We will not spare you in the court of Allah.""
""
--------------

SubhanAllah!

The scholars of the Ashairah and Maturidiyyah are not innovators??

Below is Shaykh Ibn Baz and Shaykh Ibn Uthaymeen making it crystal clear.","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Skip","האם זה מספיק לאשם אותם בבדע'ה כדי להגיד שזה תקלידי?","","","",""
84mkgzjkt,"Mehr

Sh. Abdussalam ash-Shuwayer","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Irrelevant","","",""
f12iw8xz2,"""Dr. Diyy' Jamil Ar-Rahman who is currently working on a well-written project on the life of his father, Shaykh Jamil Ar-Rahman, mentions the courageousness of Shaykh Rab bin Hadi al-Madkhali during the Jihad against the soviets. May Allah have mercy on them.","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
r6mhzv5lk,"The Fitnah of Wealth

Shaykh Abu Atiyyah","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
rpzh3fpxu,"""I received the tragic news that this brother, an imam from a mosque in Ghardaa, Algeria, has passed away in a car accident, along with his wife, newborn child, mother-in-law, and two brothers-in-law","Irrelevant","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
gg4p1hbl9,"""""How the Salaf would read Quran

Shaykh Abdussalam as-Shuwayer   
""
--------------

How Often Should I Read the Qurn?
 
Shaykh Muammad bin Al bin dam al-Ityb   said:

 this shows that, at the very least, reading the [entire] Qurn should be done monthly; every night, you should read one juz until you complete it at the end of the month. This is the longest period of time it should be. Then, if you have desire, in twenty, fifteen, and so on, and do not do it more than every seven days; seven days was the standard of the Salaf: the majority of the Salaf used to read the Qurn in seven parts; they split it into seven portions, and so they would finish it every week.

Tr: Ab Hurayrah al-Birn

Source:","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
79sbcvoaa,"How to attain happiness

Sh. Rabi al-Madkhali","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
zws5qm5xk,"How the Salaf would read Quran

Shaykh Abdussalam as-Shuwayer","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
52dybymxs,"Know that the Rafidah are Kuffar!

Shaykh AbdulHameed az-Zukuri","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
jm6awu2k8,"Three Types of Scholars
1 - Scholar of the State
2 - Scholar of the Ummah (The People)
3 - Scholar of the Religion

Imam ibn Uthaymeen","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
s6c1evrc2,"""""Lines in encouraging the soul towards good written by Shaykh Ahmad bin Yahya An-Najmi, at the request of Shaykh Abdullah bin Aqeel during a visit to his house     
""
--------------

Here is a beautiful poem by the Shaykhs son aswell","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
c2kn7zlsf,"""The view of Shaykh Muqbil b. Hadi al-Wadi'i, the Muhaddith of Yemen, on Sayyid Qutb.","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
rvouytn2f,"Shaykh Rab bin Hadi al-Madkhali clarifying the condition of Sayyid Qutb in the presence of Shaykh Ibn Uthaymeen who recommended to his students to read the refutations of the scholars, namely Shaykh Abdullah Ad-Duwayish and Shaykh Rab bin Hadi.","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
j9cc9sqtq,"Shaykh Salih al-Usaymi refuting those who call the Ulema 
- scholars for dollars 
- government scholars
and quoting Al-Allamah Salih al-Luhaydan","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
54au4bs5v,"Your destination is either Jannah or Jahannam!

Sh. Abdullah al-Ghunayman","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
wzjz65rkb,"""""Was gonna ignore this madkhali but I cant anymore, this isnt the first time youve spewed this kind of vile garbage about our sisters. Imagine calling urself a Muslim and making dua for women to suffer, be imprisoned or worse when theyre already living through sm hardship 
""
--------------

All die and get abducted towards Muslimaat. Women whose blood was made more honourable than the kaaba. Just because theyre the wife of so-and-so. While showing nowhere near the same animosity for kuffar. A literal sign of Al-Khawarij.","Salafi jihadi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","",""
o5v9c76x1,"""""How far online salafis are from the salaf. His cause for tabdee was saying tark us salah is not major kufr. If consistency is maintained he also makes tabdee of:

Imam Abu Hanifah
Imam Malik
Imam Shafii
Imam Az Zuhri
Sufyan Ath Thawri
Imam An Nawawi
Imam At Tabari
Ibn Qudamah""
""
--------------

Actually you make takfir. Since they say the ijma of the sahabah is that tark us salah is major kufr, they accuse the majority of the ulama of kufr by rejecting this consensus. And as we know, rejecting consensus is kufr.","Salafi jihadi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ד. תמיכה בתכפיר קולקטיבי; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","Salafi taklidi","","","","","","","","","","","","",""
