text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"""LIBERAL DEMOCRAT COUNCILLOR JAILED FOR SEXUALLY ASSAULTING CHILD

A councillor from Gloucestershire has been jailed after being found guilty of sexually assaulting a child.

Paul Ockelton, from Innsworth, near Gloucester, denied sexually assaulting a girl under the age of 13 but was found guilty following a four-day trial in March.

The former Liberal Democrat member who represented Innsworth on Tewkesbury Borough Council, was jailed for 18 months.

He was also placed on the sex offenders register for 10 years and made the subject of a sexual harm prevention order.

Ockelton carried out his assault in November 2021.

He sat his victim on his lap and asked her ""do you like this?"" while he carried out the assault, the court was told.

Ockelton denied he had touched her inappropriately, claiming he had been tickling her tummy and brushing her hair, but a jury rejected his defence.

The victims mum told the court: I am saddened that my daughter's wellbeing and confidence has been so badly shattered by his actions.

No-one has the right to touch my daughter and it is something that will affect her for the rest of her life. She is the most amazing and beautiful little girl.

Det Sgt Grace Craddock, of Gloucestershire Police, praised the girls bravery.

The child victim in this case has been unbelievably brave by letting her parents know what Ockelton had done to her, she said.

The strength shown by her family throughout this difficult process too has been incredible, and I commend them for working with us to ensure Ockelton has been convicted and now sentenced for his offending.

Tewkesbury Borough Councils Liberal Democrat leader Richard Stanley said it was a shocking and disturbing case and the authoritys thoughts are with the victim.

To be clear, Mr Ockelton withheld the fact that there were ongoing proceedings during his application process to stand as a councillor,""",0.9974137,0.0046053035,0.0042965882,
"""An Israeli group has been caught on camera offering to help UK citizens move to an illegal settlement in the West Bank.

The group, Shivat Zion, told supporters it could benefit from UK tax subsidies, despite staff bragging about awesome settlements.",0.99757415,0.0041068196,0.0045196377,
"""David Kurten and Nick Griffin were both approached by zionist donors who offered them money on the pre-condition that they and their parties support or go soft on zionism.

They both refused on principle and went public IMMEDIATELY. 

Rupert Lowe's Restore confirm via email that he is 100% a zionist and would be delighted to take their money.

SICKENING!""",0.99768364,0.0050875354,0.0032868907,
"""JUDGE JEREMY LASKER 

He allowed paedophile, Kaylan Walker, who was caught with more than 18,000 depraved pictures and videos of children and babies walk from his court on a suspended sentence.

Judges are further endangering kids",0.99744654,0.004796255,0.0040936433,
""" il y a eu laffaire Dreyfus. Aujourdhui, il y a laffaire Ramadan.

 Interview complte de Yal Hayat :


#justicepourtariqramadan",0.97995985,0.003556135,0.0061481446,
"""Salaam Alaikum people,

Im pleased to share that im now offering beginners Arabic Classes! (Paid)

If youre looking to begin your Arabic journey, look no further! 

Im looking for serious students from Europe/US/Canada.

Kindly share with others who may benefit,",0.9963781,0.0028084258,0.007900273,
"""Lhistoire se souviendra de ceux qui ont t tmoins de cette injustice  en sachant pertinemment pourquoi @TariqRamadan est cibl, ce quil reprsente, et surtout son innocence  et qui ont choisi de rester silencieux.",0.9972953,0.0048355763,0.0035574702,
"""Imam, confrencier et auteur, Noureddine Aoussat prend la parole sur laffaire Tariq Ramadan et dnonce un silence de la honte. La mascarade, sordide, insidieuse et dangereuse du droulement du procs,  huis-clos, sans la prsence de laccus ni celle de ses avocats, est un prcdent qui, sans doute, entachera pour longtemps la justice franaise.",0.99701416,0.005109769,0.0032348777,
"""Revenons sans dtour sur la condamnation de Tariq Ramadan  18 ans de prison. 

Je lai dit et redit : je crois fermement en son innocence.

Et je ne parle pas en simple spectatrice. Jai travaill avec lui pendant plusieurs annes. Jai vu lhomme, de prs : son exigence, sa rigueur, son engagement. Rien, absolument rien, ne correspond  limage qui a t construite mthodiquement contre lui depuis tant dannes. 

Ce qui se joue dans cette affaire dpasse de loin un simple procs.

Comment accepter quun homme soit jug en son absence, alors quil est hospitalis ? Quon lui refuse un report pour pouvoir se dfendre ? Que ses avocats quittent le procs en dnonant un dni de justice et que malgr cela, la machine continue comme si de rien ntait ?

Comment accepter quun expert mdical, en conflit avec lui depuis des annes, puisse tre dsign pour juger de sa capacit  comparatre ?

Et comment ne pas voir labsurdit flagrante dans lcart des peines ? Pour des faits qualifis de viol en Suisse, la rponse judiciaire a t sans commune mesure avec celle inflige aujourdhui en France : 18 ans de prison. Un gouffre. Une question simple : sur quoi repose rellement cette svrit extrme ?

Sur le fond, ce dossier est rempli dlments qui drangent.

Une analyse stylomtrique (une mthode scientifique) a tabli que des messages anonymes voquant une  torpille en prpa  peuvent tre attribus  la plaignante suisse elle-mme. Silence.

En France, une plaignante affirme avoir t viole et squestre dans un htel  Lyon. Pourtant, elle apparat ensuite dans le public de la confrence de Tariq Ramadan au moment o elle est suppose tre enferme par celui-ci dans sa chambre dhtel. Silence encore.

Deux des plaignantes ont t en contact ds 2012 et lombre de Caroline Fourest et de Jean-Claude Elfassi continue de planer sur ce dossier hors norme. 

Ces lments auraient d tre au cur du dbat mais ont t marginaliss.

Et malgr cela, le procs sest tenu  huis clos, sans laccus, dans un climat mdiatique lourd,  charge depuis des annes.

Mais le plus drangeant, cest peut-tre ailleurs.

Cest le silence de ceux qui savent. De ceux qui lont ctoy, soutenu, dfendu puis abandonn du jour au lendemain, non pas  cause des faits, mais  cause de la rvlation de sa vie prive. Comme si des relations extraconjugales suffisaient  justifier quon dtourne le regard face  une possible injustice.

Soyons honntes : ce nest pas seulement un homme qui est jug mais ce quil reprsente.

Tariq Ramadan est une figure musulmane majeure en Europe, une voix influente et une prsence intellectuelle qui drange.

Et aujourdhui, jassume de le dire clairement : jai la conviction quil a t condamn surtout pour cela.

Je ne demande pas quon adhre  cette position, demande quon rflchisse, quon regarde les faits et quon sorte des rflexes conditionns, parce-que la justice ne peut pas tre  gomtrie variable ni se rendre en labsence de laccus en ignorant des lments troublants. 

Sinon, ce nest plus la justice.

Et ce que nous voyons aujourdhui doit tous nous inquiter.""",0.99610126,0.0061679427,0.0031515798,
"""Il y a eu laffaire Dreyfus, il y a aujourdhui laffaire Ramadan #MaitreYaelHayat

@TariqRamadan 
Dossier @JusticeTRamadan",0.01854178,0.008229561,0.8231892,
"""""Bahrain: Ready to Repel Iranian Invasion

The Bahraini army confirms its readiness with the Gulf Arab states to repel any Iranian land invasion of Bahrain.

 Bahrain |  26/03/2026 
""
--------------

the minister of foreign affair of Bahrain can starve and choke Iran and Itraq at the same time",0.99706024,0.0058646128,0.0026702846,
"""Pour le commun des mortels, une seule plainte pour viol nous vaudrait au minimum une convocation au commissariat, une garde  vue,  l'ouverture d'une enqute. 
Comment expliquer qu'aprs huit plaintes pour agression sexuelle et viol, Patrick Bruel ne soit pas inquit du tout par la Justice Franaise ?
Pourquoi ce traitement de faveur ?""",0.99474984,0.0073034447,0.0035885875,
"""Comprendre laffaire Tariq Ramadan
Un rsum clair et factuel des lments qui constituent ce dossier depuis le dbut

Tmoignages contradictoires, manipulations avres, mdiatisation constante : ce sont l les piliers mmes de cette affaire

 Lisez bien jusqu la fin du carrousel : une information essentielle vous y attend

Aujourdhui, il devient vident que laffaire nest pas ce que ni les mdias ni la justice ont essay de faire entendre jusqu prsent.. mais la vrit finira par tre rvle 

 Un rendez-vous  ne pas manquer :
Lundi 22.09.25

 Pour plus dinformations :
 

 Pour soutenir la justice :
 

#justicepourtariqramadan #quetedeverite #justiceimpartiale""",0.9962353,0.0064989347,0.00300562,
"""Tariq #Ramadan. Bientt un nouveau procs, avec une dfense qui imposera le respect minimum des faits les plus avrs, pitins par le prsent jugement . Honte !",0.9973054,0.004635155,0.0035663925,
"""""Hard to watch someone be held without charges or fair process, and even harder seeing the silence around it. When people you stood with go quiet, it says a lot. Loyalty and justice should mean somethingespecially when its not easy. #JusticeForBilalAbdulKareem""
""
--------------

et les bouffons comme eric younis- FUCK OFF",0.9097321,0.07685605,0.0018829593,
"""Avez-vous conscience de la gravit de cette affaire ?

@TariqRamadan a pris 18 ans pour viol sur trois femmes en France.

 Une version contredite par des preuves.
 Une autre impossible selon lexpertise.
 Une troisime qui refuse mme de porter plainte.

Et pourtant condamnation.

Quelle honte.

Les faits et les lments sont disponibles sur @JusticeTRamadan

#TariqRamadan #Justice #Dbat #Socit""",0.98347235,0.012751166,0.002611521,
"""Depardieu, Patrick Bruel ou encore Morandini.

Sont connus pour des affaires dabus ou de viols.

On a des filles qui ont scand leur haine de lislam pour finalement expliquer quelles taient les victimes sous influence dun professeur trop brillant.
Comme si elles avaient perdu leurs capacits cognitives et psychologiques.
Une par une, elles ont t violes.
Cest Al Afassi le sioniste et Haziza lhomme accus davoir touch des femmes qui affirment cela. 

La justice traite les musulmans comme une sous race.
Comme les noirs des annes 60 aux USA.
Nous sommes mpriss et elle a dcid de faire de Tariq Ramadan une porte dentre.

Le silence des musulmans cote chaque jour un peu plus cher.

Le dossier Tariq Ramadan dmontre la mcanique du systme qui a fait ses preuves dans de macabres coulisses bien plus rvls o les noms les plus influents taient finalement connus pour des viols et des meurtres sur lIle Epstein.

Dieudonn et dautres, taient finalement viss par des commanditaires et non pas pour ce quils avaient enfreint les rgles.

La justice est devenu un instrument.
De Ziad  Bouna en passant par Tho ou encore Nal ou Aboubakr tu de 57 coups de couteaux dans une mosque.
Vous savez quoi ? Le terroriste est devenu, 2 mois aprs, un pauvre malade plac en psychiatrie.
Le parquet anti terro dira mme dira mme quil ny a aucune motivation anti islam.

Musulmans et esprits libres , il vous faut combien dexemples pour que vous puissiez mobiliser les consciences ????!!!

Soutien  Tariq Ramadan et les lches planqus dans les buissons, vos noms seront crachs au bon moment.
Vous nous dgotez vous avez choisi une fausse paix qui se retournera contre vous.

Nous sommes une communaut avec des femmes et des hommes de principes.
Pas des lches et peureux intimids par des lites.

SoubhanaAllah Morandini est encore  la TV.

Tout est clair. Tellement clair.""",0.99476576,0.0063359435,0.003298626,
