Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli,source_file,normalized_text
pmevszoq8,""" A Mistake in Children's Tarbiyah

In many communities, there are children who grow up memorising Qur'an but without learning Iman.

This leads to a generation of Huffadh, who are ignorant of the correct Aqidah and the basics of Islam.

Jundub (radihaAllhu anhu) said, ""We were with the Prophet as young boys, we learnt Iman before we learnt the Qur'an, then we learnt the Qur'an and we increased by it our Iman."" [Ibn Majah]"",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,""" A Mistake in Children's Tarbiyah In many communities, there are children who grow up memorising Qur'an but without learning Iman. This leads to a generation of Huffadh, who are ignorant of the correct Aqidah and the basics of Islam. Jundub (radihaAllhu anhu) said, ""We were with the Prophet as young boys, we learnt Iman before we learnt the Qur'an, then we learnt the Qur'an and we increased by it our Iman."" [Ibn Majah]"","
p2ki86giw,""" 

A good brother I know personally, one who helped me alot with Islam, requires support. His young brother got accepted into a prestigious university, however cannot cover all fees. Please give for the sake of Allah and reshare",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" A good brother I know personally, one who helped me alot with Islam, requires support. His young brother got accepted into a prestigious university, however cannot cover all fees. Please give for the sake of Allah and reshare"
ivjt7itcn,""" AL MARKAZ AS SALAFI LEICESTERSHIRE FUNDRAISING APPEAL

Help Establish a Salafi Markaz (Centre) & Place of Worship in Leicester! 

 Donation Details at the bottom of the Tweet.

 Our Goal

Alhamdulillah, the Salafi dawah has a long history in the City of Leicester, with lessons and gatherings being held for over two decades. Many people in the community have greatly benefited from these durs & halaqt and the opportunity to study the Quran and Authentic Sunnah upon the understanding of the Sahabah & Salaf (righteous predecessors).

By the permission of Allah, a venue has now been earmarked where a dedicated Salafi Markaz and place of worship can be established.

We are now seeking the support of the community to help us secure and prepare this space so that it can serve as a centre for prayer, learning, and dawah.

 What This Markaz Will Be Used For?

The aim is to establish a simple and beneficial space that will be used for:

 Regular Islamic lessons and Study Circles
 Propagating the Quran and Authentic Sunnah
 Community Gatherings for beneficial knowledge & Tawun upon Birr & Taqwa
 A place where Muslims can learn their Religion correctly
 Working towards Establishing the 5 daily prayers in Congregation

This Markaz will, in sh Allh, serve as a place of worship and learning for the local community.

 Why Your Support Matters?

Establishing a place where people can gather to learn their religion and remember Allah brings ongoing benefit to the community in this life & the next.

The Messenger of Allah  said:
When a person dies, his deeds come to an end except for three: ongoing charity, beneficial knowledge, or a righteous child who supplicates for him. (Sahih Muslim)

Helping establish a hub of ilm (knowledge) & ibdah (worship) can be a form of ongoing charity (Sadaqah Jriyah).

 How You Can Help

If you are able, you can support this effort by:

- Making a donation
- Sharing this fundraiser with others
- Making du that Allah allows this Markaz to be established

 HOW TO DONATE 

 GoFundMe:


 PayPal:


 Bank Transfer:
Name: Clear Guidance Ltd
Sort Code: 40-28-06
Account Number: 45387531

International Transfer
IBAN: GB91HBUK40280645387531
BIC/SWIFT: HBUKGB4B or HBUKGB4BXXX

May Allh reward everyone who supports this effort and place Barakah in it."",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,""" AL MARKAZ AS SALAFI LEICESTERSHIRE FUNDRAISING APPEAL Help Establish a Salafi Markaz (Centre) & Place of Worship in Leicester! Donation Details at the bottom of the Tweet. Our Goal Alhamdulillah, the Salafi dawah has a long history in the City of Leicester, with lessons and gatherings being held for over two decades. Many people in the community have greatly benefited from these durs & halaqt and the opportunity to study the Quran and Authentic Sunnah upon the understanding of the Sahabah & Salaf (righteous predecessors). By the permission of Allah, a venue has now been earmarked where a dedicated Salafi Markaz and place of worship can be established. We are now seeking the support of the community to help us secure and prepare this space so that it can serve as a centre for prayer, learning, and dawah. What This Markaz Will Be Used For? The aim is to establish a simple and beneficial space that will be used for: Regular Islamic lessons and Study Circles Propagating the Quran and Authentic Sunnah Community Gatherings for beneficial knowledge & Tawun upon Birr & Taqwa A place where Muslims can learn their Religion correctly Working towards Establishing the 5 daily prayers in Congregation This Markaz will, in sh Allh, serve as a place of worship and learning for the local community. Why Your Support Matters? Establishing a place where people can gather to learn their religion and remember Allah brings ongoing benefit to the community in this life & the next. The Messenger of Allah said: When a person dies, his deeds come to an end except for three: ongoing charity, beneficial knowledge, or a righteous child who supplicates for him. (Sahih Muslim) Helping establish a hub of ilm (knowledge) & ibdah (worship) can be a form of ongoing charity (Sadaqah Jriyah). How You Can Help If you are able, you can support this effort by: - Making a donation - Sharing this fundraiser with others - Making du that Allah allows this Markaz to be established HOW TO DONATE GoFundMe: PayPal: Bank Transfer: Name: Clear Guidance Ltd Sort Code: 40-28-06 Account Number: 45387531 International Transfer IBAN: GB91HBUK40280645387531 BIC/SWIFT: HBUKGB4B or HBUKGB4BXXX May Allh reward everyone who supports this effort and place Barakah in it."","
mjcesb5tw,""" Alamdulillh, after years of work, my upcoming book OPERATION ARAB SPRING is finally near completion, inshAllh. Its one of the biggest and most important projects Ive ever worked on  A raw, unapologetic unveiling of the hidden hands, the real agendas, and the brutal truths buried beneath the bloodshed of the so-called spontaneous Arab ""revolutions"" that shattered the Muslim world. 

Between rejections and silence from multiple publishing houses in the US to publish my book due to ots content and certain words used, it became clear that i wont be able to have it published here, therefore Ill be self-publishing it overseas  because the truth will be told, with or without their approval, and inshAllh to be released at the upcoming Cairo International Book Fair 2026.

This is more than just a book. It's a thoroughly documented expos. No wild theories, no fantasies  only hard truths and insidious documented plots and betrayals that many would rather keep buried.

I know that publishing this book will bring me trouble, but inshAllh, I will still go forward with it. May Allah make it easy, grant me steadfastness, and bless me with a hijrah soon to the lands of Islam.

Afterward inshAllh I'll focus on completing the Khawrij encyclopedia by Allah's permission.

-Ab Islm al-Salaf al-Mir

 #OperationArabSpring #DivideAndConquer #Arabspring #History #SelfPublishing #Banned #Bannedbooks #Conspiracy"",",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,""" Alamdulillh, after years of work, my upcoming book OPERATION ARAB SPRING is finally near completion, inshAllh. Its one of the biggest and most important projects Ive ever worked on A raw, unapologetic unveiling of the hidden hands, the real agendas, and the brutal truths buried beneath the bloodshed of the so-called spontaneous Arab ""revolutions"" that shattered the Muslim world. Between rejections and silence from multiple publishing houses in the US to publish my book due to ots content and certain words used, it became clear that i wont be able to have it published here, therefore Ill be self-publishing it overseas because the truth will be told, with or without their approval, and inshAllh to be released at the upcoming Cairo International Book Fair 2026. This is more than just a book. It's a thoroughly documented expos. No wild theories, no fantasies only hard truths and insidious documented plots and betrayals that many would rather keep buried. I know that publishing this book will bring me trouble, but inshAllh, I will still go forward with it. May Allah make it easy, grant me steadfastness, and bless me with a hijrah soon to the lands of Islam. Afterward inshAllh I'll focus on completing the Khawrij encyclopedia by Allah's permission. -Ab Islm al-Salaf al-Mir #OperationArabSpring #DivideAndConquer #Arabspring #History #SelfPublishing #Banned #Bannedbooks #Conspiracy"","
yq4zt3nqt,"""     

Alamdulillh, our summer renovation work is well underway  from new drainage systems to upgraded classrooms and expanded shoe racks to accommodate more attendees for Jumuah and Tarw.

1    ,
To solve recurring blockages (costing 500600/year) in the brothers & sisters areas.

2     ,
Wall repairs, painting & maintenance to welcome back 400+ students across multiple schools this September.

         ,   .

  :",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,""" Alamdulillh, our summer renovation work is well underway from new drainage systems to upgraded classrooms and expanded shoe racks to accommodate more attendees for Jumuah and Tarw. 1 , To solve recurring blockages (costing 500600/year) in the brothers & sisters areas. 2 , Wall repairs, painting & maintenance to welcome back 400+ students across multiple schools this September. , . :"
b0rahxk24,""" Allahumma Barik",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Allahumma Barik"
umy6areyw,"""      

Allahumma innaka afuwwun tuhibbul afwa fafu anni

O Allah, You are Most Forgiving and love forgiveness, so forgive me.""",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Allahumma innaka afuwwun tuhibbul afwa fafu anni O Allah, You are Most Forgiving and love forgiveness, so forgive me."""
lnhg177gj,"""    
    

An Explanation of the Creed of Muhammad bin Abdil Wahhaab

 :

- Two lessons per week:
 - &  -   
- 3 Month Course 
- Online lessons via Google Meets
- Interactive Slides & Presentations
- Sisters Aged 16+

         :",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" An Explanation of the Creed of Muhammad bin Abdil Wahhaab : - Two lessons per week: - & - - 3 Month Course - Online lessons via Google Meets - Interactive Slides & Presentations - Sisters Aged 16+ :"
,""" Apostate Taliban movement sends condolences on Ali Khameni and refers to it as a Shaheed (Martyr) which is second highest rank after Prophethood

 May Allah curse this Taliban regime and every one Zindiq who allied with it patching up every act of Kufr for them,",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Apostate Taliban movement sends condolences on Ali Khameni and refers to it as a Shaheed (Martyr) which is second highest rank after Prophethood May Allah curse this Taliban regime and every one Zindiq who allied with it patching up every act of Kufr for them,"
n87351jay,""" 

Asalamualaikum wa rahmatullahi wa barakaatuhu 

We hope and pray you are in the best of eemaan. The masjid has some great news to share, and we pray this assists in us pushing on and spreading the dawa more throughout Manchester. 

We are in the process of finalising a lease on a brand-new bookshop and dawa centre. Its not been easy to find something but we have tried to find the best place possible to accommodate both enough books, free literature as well as allowing small sittings and potentially lessons in the future by taken adjacent buildings.

We will announce the location in due course due to the sensitive nature of negotiations. However as we are at the stage of agreeing terms we thought to bring this to your attention so that you may contribute to such a blessed dawa centric activity. 

Sahl bin Sa'd (May Allah be pleased with him) reported: The Prophet () said to 'Ali (May Allah be pleased with him), ""By Allah, if a single person is guided by Allah through you, it will be better for you than a whole lot of red camels."" Recorded in Al-Bukhari and Muslim (Riyad as-Salihin 1379).

In order to set up the bookshop we estimate that it will cost us approximately 42,000. This includes the legal fees, deposit on the building, the full refurbishment costs (electrical, plumbing, lighting, flooring, ceiling) furniture fixings, signage (external and internal) and then most important of all the books to stock and dawa material; as well as further stock to sell in order to raise funds to sustain the centre.

Please note our goal is only to make enough money so that it can carry out its main purpose, which is to call to Islam. Alongside the weekly city centre dawa stall we have, this will hopefully form a good central hub for people who are maybe new to Islam or want more information.
 
So we ask that you donate generously if you are able, to this noble cause of spreading Islam and teaching it to people - and rectifying the basics of the religion and assisting Muslims all over Manchester to return to the sunnah.

 :
MANCHESTER BOOKSTORE LTD
Account number: 21981312
Sort code: 04-06-05

 :


:
Manchesterbookstore@outlook.com

  -",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,""" Asalamualaikum wa rahmatullahi wa barakaatuhu We hope and pray you are in the best of eemaan. The masjid has some great news to share, and we pray this assists in us pushing on and spreading the dawa more throughout Manchester. We are in the process of finalising a lease on a brand-new bookshop and dawa centre. Its not been easy to find something but we have tried to find the best place possible to accommodate both enough books, free literature as well as allowing small sittings and potentially lessons in the future by taken adjacent buildings. We will announce the location in due course due to the sensitive nature of negotiations. However as we are at the stage of agreeing terms we thought to bring this to your attention so that you may contribute to such a blessed dawa centric activity. Sahl bin Sa'd (May Allah be pleased with him) reported: The Prophet () said to 'Ali (May Allah be pleased with him), ""By Allah, if a single person is guided by Allah through you, it will be better for you than a whole lot of red camels."" Recorded in Al-Bukhari and Muslim (Riyad as-Salihin 1379). In order to set up the bookshop we estimate that it will cost us approximately 42,000. This includes the legal fees, deposit on the building, the full refurbishment costs (electrical, plumbing, lighting, flooring, ceiling) furniture fixings, signage (external and internal) and then most important of all the books to stock and dawa material; as well as further stock to sell in order to raise funds to sustain the centre. Please note our goal is only to make enough money so that it can carry out its main purpose, which is to call to Islam. Alongside the weekly city centre dawa stall we have, this will hopefully form a good central hub for people who are maybe new to Islam or want more information. So we ask that you donate generously if you are able, to this noble cause of spreading Islam and teaching it to people - and rectifying the basics of the religion and assisting Muslims all over Manchester to return to the sunnah. : MANCHESTER BOOKSTORE LTD Account number: 21981312 Sort code: 04-06-05 : : Manchesterbookstore@outlook.com -"
,""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr 

 By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam 

-""",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam -"""
y808i181c,""" Card: Winter Is a Time for Increased Contemplation and Worship,",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Card: Winter Is a Time for Increased Contemplation and Worship,"
5l2jc55qo,""" Continuation of the 4-Part Series taking place in Nottingham

 The 3 Principles of Islm

 Ustdh Abu 'AbdirRahmn Hill

 Lesson 2 of 4: Monday 19th May @ 7pm

 The Vine Community Centre, Bobbersmill Road, NG7 5GZ

Brothers &amp; Sisters Welcome,",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,""" Continuation of the 4-Part Series taking place in Nottingham The 3 Principles of Islm Ustdh Abu 'AbdirRahmn Hill Lesson 2 of 4: Monday 19th May @ 7pm The Vine Community Centre, Bobbersmill Road, NG7 5GZ Brothers &amp; Sisters Welcome,"
q4ma7amnf,""" Daily Lessons: Al-Fusul: Chapters from The Life of the Messenger  

Live in person: Abu Idrees Muhammed 

 5:30pm (EST) Jamaica 
      10:30pm ( GMT) UK 

LIVE VIA ZOOM: 

Join Zoom Meeting



Meeting ID: 841 7754 6079
Passcode: Ramadan23",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,""" Daily Lessons: Al-Fusul: Chapters from The Life of the Messenger Live in person: Abu Idrees Muhammed 5:30pm (EST) Jamaica 10:30pm ( GMT) UK LIVE VIA ZOOM: Join Zoom Meeting Meeting ID: 841 7754 6079 Passcode: Ramadan23"
